name,country,operator,users,purpose,orbit_class,orbit_type,perigee_km,apogee_km,eccentricity,inclination_deg,period_min,launch_mass_kg,dry_mass_kg,power_watts,date_of_launch,expected_lifetime_yrs,launch_vehicle,launch_site,cospar_id,launch_year,description,sentiment_compound,sentiment_label,capability_score,capability_label,cluster,cluster_label
SAT-ISR-0316,Israel,CNSA,Civil/Commercial,Technology Development,Elliptical,Inclined Geosynchronous,1407,21544,0.56417,23.59,395.4,6617.9,3213.5,15338.0,2016-11-14,7.5,Long March 5,"Guiana Space Centre, French Guiana",2016-316A,2016,"SAT-ISR-0316 is a heavy-class satellite (over 2,000 kg) operated by CNSA (Israel), launched in 2016 aboard a Long March 5 from Guiana Space Centre, French Guiana. Its primary mission is to test and validate next-generation space technologies, supporting commercial enterprises and civil institutions. The satellite occupies an elliptical orbit ranging from 1,407 km to 21,544 km on a Inclined Geosynchronous trajectory, with an orbital inclination of 23.6° and a period of 395.4 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for medium-duration operations, it carries a 6618 kg launch mass and is expected to remain operational for 7.5 years.",1.0,Positive,6,Operational Tier,5,Technology Demonstrators
SAT-CHI-0317,China,CNES,Civil,Surveillance,GEO,Polar,35815,36044,0.00271,29.43,1443.0,7947.6,3862.0,6367.0,1991-09-05,7.1,New Shepard,"Guiana Space Centre, French Guiana",1991-317A,1991,"SAT-CHI-0317 is a heavy-class satellite (over 2,000 kg) operated by CNES (China), launched in 1991 aboard a New Shepard from Guiana Space Centre, French Guiana. Its primary mission is to perform reconnaissance and surveillance operations, providing services to civil and governmental organisations. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Polar trajectory, with an orbital inclination of 29.4° and a period of 1443.0 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for medium-duration operations, it carries a 7948 kg launch mass and is expected to remain operational for 7.1 years.",-0.9259,Negative,9,Strategic Tier,4,Scientific Explorers
SAT-JAP-0318,Japan,OneWeb,Civil/Commercial,Military Surveillance,Elliptical,Polar,1547,28229,0.62755,87.18,514.1,1291.1,636.7,16240.0,1992-08-12,6.4,Ariane 5,"Jiuquan Satellite Launch Center, China",1992-318A,1992,"SAT-JAP-0318 is a medium-class satellite (500–2,000 kg) operated by OneWeb (Japan), launched in 1992 aboard a Ariane 5 from Jiuquan Satellite Launch Center, China. Its primary mission is to perform reconnaissance and surveillance operations, supporting commercial enterprises and civil institutions. The satellite occupies an elliptical orbit ranging from 1,547 km to 28,229 km on a Polar trajectory, with an orbital inclination of 87.2° and a period of 514.1 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for medium-duration operations, it carries a 1291 kg launch mass and is expected to remain operational for 6.4 years.",-1.0,Negative,5,Support Tier,5,Technology Demonstrators
SAT-ISR-0319,Israel,Iridium Communications,Military/Government,Earth Observation,HEO,Sun-Synchronous,782,33562,0.69617,80.31,599.2,7197.2,4592.5,6078.0,2001-08-27,14.5,Long March 5,"Jiuquan Satellite Launch Center, China",2001-319A,2001,"SAT-ISR-0319 is a heavy-class satellite (over 2,000 kg) operated by Iridium Communications (Israel), launched in 2001 aboard a Long March 5 from Jiuquan Satellite Launch Center, China. Its primary mission is to conduct continuous Earth observation and remote sensing, serving military and defence agencies. The satellite occupies a highly elliptical orbit (HEO) ranging from 782 km to 33,562 km altitude on a Sun-Synchronous trajectory, with an orbital inclination of 80.3° and a period of 599.2 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for long-duration operations, it carries a 7197 kg launch mass and is expected to remain operational for 14.5 years. Imagery from this satellite assists in map updating and geospatial reference frame maintenance for navigation infrastructure.",0.6629,Positive,9,Strategic Tier,2,Navigation Constellation
SAT-ITA-0320,Italy,DigitalGlobe,Military,Communications,HEO,Sun-Synchronous,280,42781,0.76163,83.25,773.0,6174.6,4035.4,12681.0,2016-02-28,15.3,Falcon 9,"Guiana Space Centre, French Guiana",2016-320A,2016,"SAT-ITA-0320 is a heavy-class satellite (over 2,000 kg) operated by DigitalGlobe (Italy), launched in 2016 aboard a Falcon 9 from Guiana Space Centre, French Guiana. Its primary mission is to provide broadband and voice communications services, serving military and defence agencies. The satellite occupies a highly elliptical orbit (HEO) ranging from 280 km to 42,781 km altitude on a Sun-Synchronous trajectory, with an orbital inclination of 83.2° and a period of 773.0 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for ultra-long-duration operations, it carries a 6175 kg launch mass and is expected to remain operational for 15.3 years. Its communications payload supports relay of navigation correction signals and timing data for ground-based augmentation systems.",1.0,Positive,10,Strategic Tier,1,GEO Comms Backbone
SAT-JAP-0321,Japan,DLR,Civil/Commercial,Amateur Radio,Elliptical,Molniya,584,20463,0.58833,97.74,364.2,1267.9,889.0,11548.0,2022-12-08,14.0,Ariane 5,"Satish Dhawan Space Centre, India",2022-321A,2022,"SAT-JAP-0321 is a medium-class satellite (500–2,000 kg) operated by DLR (Japan), launched in 2022 aboard a Ariane 5 from Satish Dhawan Space Centre, India. Its primary mission is to support amateur radio communications globally, supporting commercial enterprises and civil institutions. The satellite occupies an elliptical orbit ranging from 584 km to 20,463 km on a Molniya trajectory, with an orbital inclination of 97.7° and a period of 364.2 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for long-duration operations, it carries a 1268 kg launch mass and is expected to remain operational for 14.0 years.",0.0992,Positive,5,Support Tier,5,Technology Demonstrators
SAT-JAP-0322,Japan,DLR,Commercial,Surveillance,HEO,Molniya,496,42883,0.75528,25.73,779.7,5975.3,3589.5,15499.0,1995-08-19,11.6,Soyuz-2,"Xichang Satellite Launch Center, China",1995-322A,1995,"SAT-JAP-0322 is a heavy-class satellite (over 2,000 kg) operated by DLR (Japan), launched in 1995 aboard a Soyuz-2 from Xichang Satellite Launch Center, China. Its primary mission is to perform reconnaissance and surveillance operations, operated for commercial telecommunications and data services. The satellite occupies a highly elliptical orbit (HEO) ranging from 496 km to 42,883 km altitude on a Molniya trajectory, with an orbital inclination of 25.7° and a period of 779.7 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for long-duration operations, it carries a 5975 kg launch mass and is expected to remain operational for 11.6 years.",-1.0,Negative,9,Strategic Tier,5,Technology Demonstrators
SAT-SWE-0323,Sweden,ISRO,Government,Meteorology,HEO,Inclined Geosynchronous,772,33245,0.69448,31.69,592.9,619.6,270.0,13468.0,2023-04-08,15.9,Delta IV,"Tanegashima Space Center, Japan",2023-323A,2023,"SAT-SWE-0323 is a medium-class satellite (500–2,000 kg) operated by ISRO (Sweden), launched in 2023 aboard a Delta IV from Tanegashima Space Center, Japan. Its primary mission is to monitor atmospheric conditions and weather patterns, operated under direct government mandate. The satellite occupies a highly elliptical orbit (HEO) ranging from 772 km to 33,245 km altitude on a Inclined Geosynchronous trajectory, with an orbital inclination of 31.7° and a period of 592.9 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for ultra-long-duration operations, it carries a 620 kg launch mass and is expected to remain operational for 15.9 years.",0.1969,Positive,8,Operational Tier,5,Technology Demonstrators
SAT-USA-0324,USA,CNES,Civil/Commercial,Technology Development,GEO,Molniya,35748,35912,0.00194,61.07,1438.0,6581.6,2750.8,16382.0,2000-06-20,16.4,Long March 3B,"Tanegashima Space Center, Japan",2000-324A,2000,"SAT-USA-0324 is a heavy-class satellite (over 2,000 kg) operated by CNES (USA), launched in 2000 aboard a Long March 3B from Tanegashima Space Center, Japan. Its primary mission is to test and validate next-generation space technologies, supporting commercial enterprises and civil institutions. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Molniya trajectory, with an orbital inclination of 61.1° and a period of 1438.0 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for ultra-long-duration operations, it carries a 6582 kg launch mass and is expected to remain operational for 16.4 years.",1.0,Positive,10,Strategic Tier,4,Scientific Explorers
SAT-JAP-0325,Japan,CNES,Commercial,Communications,MEO,Geostationary,4811,5041,0.01018,46.18,199.2,6444.0,3116.4,10806.0,1990-06-23,7.1,Long March 3B,"Plesetsk Cosmodrome, Russia",1990-325A,1990,"SAT-JAP-0325 is a heavy-class satellite (over 2,000 kg) operated by CNES (Japan), launched in 1990 aboard a Long March 3B from Plesetsk Cosmodrome, Russia. Its primary mission is to provide broadband and voice communications services, operated for commercial telecommunications and data services. The satellite occupies a medium Earth orbit (MEO) at approximately 4,926 km altitude on a Geostationary trajectory, with an orbital inclination of 46.2° and a period of 199.2 minutes. The orbit is slightly elliptical, providing stable service windows. Designed for medium-duration operations, it carries a 6444 kg launch mass and is expected to remain operational for 7.1 years. Its communications payload supports relay of navigation correction signals and timing data for ground-based augmentation systems.",1.0,Positive,8,Operational Tier,1,GEO Comms Backbone
SAT-JAP-0326,Japan,NASA,Civil/Commercial,Meteorology,Elliptical,Polar,1029,27983,0.64554,5.89,500.3,4238.1,3033.1,12397.0,2014-10-22,6.2,Falcon 9,"Cape Canaveral, USA",2014-326A,2014,"SAT-JAP-0326 is a heavy-class satellite (over 2,000 kg) operated by NASA (Japan), launched in 2014 aboard a Falcon 9 from Cape Canaveral, USA. Its primary mission is to monitor atmospheric conditions and weather patterns, supporting commercial enterprises and civil institutions. The satellite occupies an elliptical orbit ranging from 1,029 km to 27,983 km on a Polar trajectory, with an orbital inclination of 5.9° and a period of 500.3 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for medium-duration operations, it carries a 4238 kg launch mass and is expected to remain operational for 6.2 years.",0.293,Positive,7,Operational Tier,5,Technology Demonstrators
SAT-ITA-0327,Italy,OneWeb,Military/Government,Earth Science,LEO,Inclined Geosynchronous,436,535,0.00722,96.02,94.2,7073.0,5592.3,2082.0,1991-05-28,8.7,Atlas V,"Cape Canaveral, USA",1991-327A,1991,"SAT-ITA-0327 is a heavy-class satellite (over 2,000 kg) operated by OneWeb (Italy), launched in 1991 aboard a Atlas V from Cape Canaveral, USA. Its primary mission is to conduct scientific research and space science experiments, serving military and defence agencies. The satellite occupies a low Earth orbit (LEO) at approximately 485 km altitude on a Inclined Geosynchronous trajectory, with an orbital inclination of 96.0° and a period of 94.2 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for long-duration operations, it carries a 7073 kg launch mass and is expected to remain operational for 8.7 years.",1.0,Positive,7,Operational Tier,4,Scientific Explorers
SAT-LUX-0328,Luxembourg,O3b Networks,Commercial,Navigation/Global Positioning,Elliptical,Equatorial,1588,12884,0.41508,48.01,263.3,7382.0,3416.4,7001.0,1991-01-08,7.1,Atlas V,"Tanegashima Space Center, Japan",1991-328A,1991,"SAT-LUX-0328 is a heavy-class satellite (over 2,000 kg) operated by O3b Networks (Luxembourg), launched in 1991 aboard a Atlas V from Tanegashima Space Center, Japan. Its primary mission is to deliver precise positioning and navigation signals, operated for commercial telecommunications and data services. The satellite occupies an elliptical orbit ranging from 1,588 km to 12,884 km on a Equatorial trajectory, with an orbital inclination of 48.0° and a period of 263.3 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for medium-duration operations, it carries a 7382 kg launch mass and is expected to remain operational for 7.1 years. It forms a critical node in the global navigation satellite system (GNSS), enabling centimetre-level positioning accuracy for aviation, maritime, and terrestrial users.",1.0,Positive,8,Operational Tier,0,LEO Earth Watchers
SAT-CAN-0329,Canada,Planet Labs,Civil,Earth Science,GEO,Polar,35760,36016,0.00303,38.5,1440.9,1843.4,802.1,7706.0,1991-09-09,7.8,Starship,"Jiuquan Satellite Launch Center, China",1991-329A,1991,"SAT-CAN-0329 is a medium-class satellite (500–2,000 kg) operated by Planet Labs (Canada), launched in 1991 aboard a Starship from Jiuquan Satellite Launch Center, China. Its primary mission is to conduct scientific research and space science experiments, providing services to civil and governmental organisations. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Polar trajectory, with an orbital inclination of 38.5° and a period of 1440.9 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for medium-duration operations, it carries a 1843 kg launch mass and is expected to remain operational for 7.8 years.",1.0,Positive,8,Operational Tier,4,Scientific Explorers
SAT-UAE-0330,UAE,CNES,Commercial,Military Surveillance,MEO,Equatorial,15675,16167,0.01104,56.94,552.1,1097.6,790.3,17265.0,2011-08-18,13.6,PSLV,"Plesetsk Cosmodrome, Russia",2011-330A,2011,"SAT-UAE-0330 is a medium-class satellite (500–2,000 kg) operated by CNES (UAE), launched in 2011 aboard a PSLV from Plesetsk Cosmodrome, Russia. Its primary mission is to perform reconnaissance and surveillance operations, operated for commercial telecommunications and data services. The satellite occupies a medium Earth orbit (MEO) at approximately 15,921 km altitude on a Equatorial trajectory, with an orbital inclination of 56.9° and a period of 552.1 minutes. The orbit is slightly elliptical, providing stable service windows. Designed for long-duration operations, it carries a 1098 kg launch mass and is expected to remain operational for 13.6 years.",-0.8396,Negative,7,Operational Tier,3,Military & Surveillance
SAT-SWE-0331,Sweden,Intelsat,Military/Government,Navigation/Global Positioning,MEO,Medium Earth,16092,17953,0.03978,18.05,593.5,4287.0,3223.2,14569.0,2010-02-18,14.8,New Shepard,"Tanegashima Space Center, Japan",2010-331A,2010,"SAT-SWE-0331 is a heavy-class satellite (over 2,000 kg) operated by Intelsat (Sweden), launched in 2010 aboard a New Shepard from Tanegashima Space Center, Japan. Its primary mission is to deliver precise positioning and navigation signals, serving military and defence agencies. The satellite occupies a medium Earth orbit (MEO) at approximately 17,022 km altitude on a Medium Earth trajectory, with an orbital inclination of 18.1° and a period of 593.5 minutes. The orbit is slightly elliptical, providing stable service windows. Designed for long-duration operations, it carries a 4287 kg launch mass and is expected to remain operational for 14.8 years. It forms a critical node in the global navigation satellite system (GNSS), enabling centimetre-level positioning accuracy for aviation, maritime, and terrestrial users.",1.0,Positive,10,Strategic Tier,0,LEO Earth Watchers
SAT-CAN-0332,Canada,SES,Military/Government,Meteorology,HEO,Geostationary,621,34970,0.71067,59.97,623.1,1518.7,975.4,12286.0,2002-02-05,15.6,Electron,"Satish Dhawan Space Centre, India",2002-332A,2002,"SAT-CAN-0332 is a medium-class satellite (500–2,000 kg) operated by SES (Canada), launched in 2002 aboard a Electron from Satish Dhawan Space Centre, India. Its primary mission is to monitor atmospheric conditions and weather patterns, serving military and defence agencies. The satellite occupies a highly elliptical orbit (HEO) ranging from 621 km to 34,970 km altitude on a Geostationary trajectory, with an orbital inclination of 60.0° and a period of 623.1 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for ultra-long-duration operations, it carries a 1519 kg launch mass and is expected to remain operational for 15.6 years.",-1.0,Negative,9,Strategic Tier,5,Technology Demonstrators
SAT-AUS-0333,Australia,SES,Military/Government,Earth Observation,MEO,Molniya,2854,3589,0.03831,83.51,155.8,5710.6,3366.6,3359.0,2022-10-16,8.4,Long March 3B,"Kennedy Space Center, USA",2022-333A,2022,"SAT-AUS-0333 is a heavy-class satellite (over 2,000 kg) operated by SES (Australia), launched in 2022 aboard a Long March 3B from Kennedy Space Center, USA. Its primary mission is to conduct continuous Earth observation and remote sensing, serving military and defence agencies. The satellite occupies a medium Earth orbit (MEO) at approximately 3,221 km altitude on a Molniya trajectory, with an orbital inclination of 83.5° and a period of 155.8 minutes. The orbit is slightly elliptical, providing stable service windows. Designed for long-duration operations, it carries a 5711 kg launch mass and is expected to remain operational for 8.4 years. Imagery from this satellite assists in map updating and geospatial reference frame maintenance for navigation infrastructure.",1.0,Positive,9,Strategic Tier,2,Navigation Constellation
SAT-FRA-0334,France,ISRO,Government,Earth Science,HEO,Molniya,982,30245,0.66554,84.98,540.7,7420.5,5009.9,17349.0,2003-02-06,19.7,Long March 3B,"Vandenberg Air Force Base, USA",2003-334A,2003,"SAT-FRA-0334 is a heavy-class satellite (over 2,000 kg) operated by ISRO (France), launched in 2003 aboard a Long March 3B from Vandenberg Air Force Base, USA. Its primary mission is to conduct scientific research and space science experiments, operated under direct government mandate. The satellite occupies a highly elliptical orbit (HEO) ranging from 982 km to 30,245 km altitude on a Molniya trajectory, with an orbital inclination of 85.0° and a period of 540.7 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for ultra-long-duration operations, it carries a 7420 kg launch mass and is expected to remain operational for 19.7 years.",1.0,Positive,10,Strategic Tier,5,Technology Demonstrators
SAT-SPA-0335,SpaceX (USA),DLR,Military/Government,Military Surveillance,HEO,Equatorial,994,30685,0.6684,62.86,549.0,4596.9,3285.7,10461.0,2015-10-24,11.4,H-IIA,"Cape Canaveral, USA",2015-335A,2015,"SAT-SPA-0335 is a heavy-class satellite (over 2,000 kg) operated by DLR (SpaceX (USA)), launched in 2015 aboard a H-IIA from Cape Canaveral, USA. Its primary mission is to perform reconnaissance and surveillance operations, serving military and defence agencies. The satellite occupies a highly elliptical orbit (HEO) ranging from 994 km to 30,685 km altitude on a Equatorial trajectory, with an orbital inclination of 62.9° and a period of 549.0 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for long-duration operations, it carries a 4597 kg launch mass and is expected to remain operational for 11.4 years.",-1.0,Negative,9,Strategic Tier,5,Technology Demonstrators
SAT-CHI-0336,China,Airbus Defence,Government,Amateur Radio,LEO,Molniya,803,935,0.00912,28.54,102.2,5063.7,3816.8,15496.0,2014-09-25,2.4,PSLV,"Cape Canaveral, USA",2014-336A,2014,"SAT-CHI-0336 is a heavy-class satellite (over 2,000 kg) operated by Airbus Defence (China), launched in 2014 aboard a PSLV from Cape Canaveral, USA. Its primary mission is to support amateur radio communications globally, operated under direct government mandate. The satellite occupies a low Earth orbit (LEO) at approximately 869 km altitude on a Molniya trajectory, with an orbital inclination of 28.5° and a period of 102.2 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for short-duration operations, it carries a 5064 kg launch mass and is expected to remain operational for 2.4 years.",0.4808,Positive,5,Support Tier,4,Scientific Explorers
SAT-LUX-0337,Luxembourg,SES,Civil,Military Surveillance,MEO,Inclined Geosynchronous,15843,16445,0.01337,17.62,560.4,769.0,596.1,13953.0,2019-11-15,10.8,Soyuz-2,"Vandenberg Air Force Base, USA",2019-337A,2019,"SAT-LUX-0337 is a medium-class satellite (500–2,000 kg) operated by SES (Luxembourg), launched in 2019 aboard a Soyuz-2 from Vandenberg Air Force Base, USA. Its primary mission is to perform reconnaissance and surveillance operations, providing services to civil and governmental organisations. The satellite occupies a medium Earth orbit (MEO) at approximately 16,144 km altitude on a Inclined Geosynchronous trajectory, with an orbital inclination of 17.6° and a period of 560.4 minutes. The orbit is slightly elliptical, providing stable service windows. Designed for long-duration operations, it carries a 769 kg launch mass and is expected to remain operational for 10.8 years.",-0.8396,Negative,7,Operational Tier,3,Military & Surveillance
SAT-BRA-0338,Brazil,Thales Alenia,Commercial,Communications,HEO,Medium Earth,531,37387,0.72752,88.9,668.7,2038.2,949.0,14692.0,2002-08-03,14.3,Ariane 5,"Baikonur Cosmodrome, Kazakhstan",2002-338A,2002,"SAT-BRA-0338 is a heavy-class satellite (over 2,000 kg) operated by Thales Alenia (Brazil), launched in 2002 aboard a Ariane 5 from Baikonur Cosmodrome, Kazakhstan. Its primary mission is to provide broadband and voice communications services, operated for commercial telecommunications and data services. The satellite occupies a highly elliptical orbit (HEO) ranging from 531 km to 37,387 km altitude on a Medium Earth trajectory, with an orbital inclination of 88.9° and a period of 668.7 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for long-duration operations, it carries a 2038 kg launch mass and is expected to remain operational for 14.3 years. Its communications payload supports relay of navigation correction signals and timing data for ground-based augmentation systems.",1.0,Positive,8,Operational Tier,1,GEO Comms Backbone
SAT-SPA-0339,SpaceX (USA),Boeing,Civil/Commercial,Earth Observation,HEO,Inclined Geosynchronous,849,35946,0.7085,89.4,646.6,3075.8,2302.3,17267.0,2000-07-18,15.7,Soyuz-2,"Xichang Satellite Launch Center, China",2000-339A,2000,"SAT-SPA-0339 is a heavy-class satellite (over 2,000 kg) operated by Boeing (SpaceX (USA)), launched in 2000 aboard a Soyuz-2 from Xichang Satellite Launch Center, China. Its primary mission is to conduct continuous Earth observation and remote sensing, supporting commercial enterprises and civil institutions. The satellite occupies a highly elliptical orbit (HEO) ranging from 849 km to 35,946 km altitude on a Inclined Geosynchronous trajectory, with an orbital inclination of 89.4° and a period of 646.6 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for ultra-long-duration operations, it carries a 3076 kg launch mass and is expected to remain operational for 15.7 years. Imagery from this satellite assists in map updating and geospatial reference frame maintenance for navigation infrastructure.",1.0,Positive,9,Strategic Tier,2,Navigation Constellation
SAT-BRA-0340,Brazil,CNES,Military,Earth Science,MEO,Sun-Synchronous,3681,4540,0.04098,75.01,178.0,7685.4,4484.1,17123.0,2001-02-05,1.6,Vega,"Kennedy Space Center, USA",2001-340A,2001,"SAT-BRA-0340 is a heavy-class satellite (over 2,000 kg) operated by CNES (Brazil), launched in 2001 aboard a Vega from Kennedy Space Center, USA. Its primary mission is to conduct scientific research and space science experiments, serving military and defence agencies. The satellite occupies a medium Earth orbit (MEO) at approximately 4,110 km altitude on a Sun-Synchronous trajectory, with an orbital inclination of 75.0° and a period of 178.0 minutes. The orbit is slightly elliptical, providing stable service windows. Designed for short-duration operations, it carries a 7685 kg launch mass and is expected to remain operational for 1.6 years.",1.0,Positive,8,Operational Tier,3,Military & Surveillance
SAT-AUS-0341,Australia,O3b Networks,Civil/Commercial,Space Science,Elliptical,Geostationary,1510,17794,0.50814,86.45,336.4,4829.7,3129.2,11195.0,2016-08-03,1.6,Antares,"Satish Dhawan Space Centre, India",2016-341A,2016,"SAT-AUS-0341 is a heavy-class satellite (over 2,000 kg) operated by O3b Networks (Australia), launched in 2016 aboard a Antares from Satish Dhawan Space Centre, India. Its primary mission is to conduct scientific research and space science experiments, supporting commercial enterprises and civil institutions. The satellite occupies an elliptical orbit ranging from 1,510 km to 17,794 km on a Geostationary trajectory, with an orbital inclination of 86.5° and a period of 336.4 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for short-duration operations, it carries a 4830 kg launch mass and is expected to remain operational for 1.6 years.",1.0,Positive,7,Operational Tier,5,Technology Demonstrators
SAT-ITA-0342,Italy,ESA,Military/Government,Communications,LEO,Sun-Synchronous,678,715,0.00262,32.45,98.6,4645.8,1949.5,8397.0,1999-01-22,12.7,Soyuz-2,"Xichang Satellite Launch Center, China",1999-342A,1999,"SAT-ITA-0342 is a heavy-class satellite (over 2,000 kg) operated by ESA (Italy), launched in 1999 aboard a Soyuz-2 from Xichang Satellite Launch Center, China. Its primary mission is to provide broadband and voice communications services, serving military and defence agencies. The satellite occupies a low Earth orbit (LEO) at approximately 696 km altitude on a Sun-Synchronous trajectory, with an orbital inclination of 32.5° and a period of 98.6 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for long-duration operations, it carries a 4646 kg launch mass and is expected to remain operational for 12.7 years. Its communications payload supports relay of navigation correction signals and timing data for ground-based augmentation systems.",1.0,Positive,7,Operational Tier,1,GEO Comms Backbone
SAT-BRA-0343,Brazil,Thales Alenia,Commercial,Amateur Radio,GEO,Medium Earth,35856,36149,0.00346,87.96,1446.8,6159.7,2630.6,8604.0,2013-01-03,7.5,Vega,"Baikonur Cosmodrome, Kazakhstan",2013-343A,2013,"SAT-BRA-0343 is a heavy-class satellite (over 2,000 kg) operated by Thales Alenia (Brazil), launched in 2013 aboard a Vega from Baikonur Cosmodrome, Kazakhstan. Its primary mission is to support amateur radio communications globally, operated for commercial telecommunications and data services. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Medium Earth trajectory, with an orbital inclination of 88.0° and a period of 1446.8 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for medium-duration operations, it carries a 6160 kg launch mass and is expected to remain operational for 7.5 years.",1.0,Positive,8,Operational Tier,4,Scientific Explorers
SAT-CAN-0344,Canada,DLR,Military/Government,Earth Observation,GEO,Inclined Geosynchronous,35820,35888,0.00081,5.7,1439.2,1718.3,1188.9,12617.0,2023-07-17,5.4,Ariane 5,"Cape Canaveral, USA",2023-344A,2023,"SAT-CAN-0344 is a medium-class satellite (500–2,000 kg) operated by DLR (Canada), launched in 2023 aboard a Ariane 5 from Cape Canaveral, USA. Its primary mission is to conduct continuous Earth observation and remote sensing, serving military and defence agencies. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Inclined Geosynchronous trajectory, with an orbital inclination of 5.7° and a period of 1439.2 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for medium-duration operations, it carries a 1718 kg launch mass and is expected to remain operational for 5.4 years. Imagery from this satellite assists in map updating and geospatial reference frame maintenance for navigation infrastructure.",1.0,Positive,8,Operational Tier,2,Navigation Constellation
SAT-ISR-0345,Israel,Roscosmos,Civil/Commercial,Surveillance,Elliptical,Inclined Geosynchronous,1947,19410,0.51213,55.14,369.3,2863.1,1980.4,10005.0,2023-10-20,3.9,New Shepard,"Xichang Satellite Launch Center, China",2023-345A,2023,"SAT-ISR-0345 is a heavy-class satellite (over 2,000 kg) operated by Roscosmos (Israel), launched in 2023 aboard a New Shepard from Xichang Satellite Launch Center, China. Its primary mission is to perform reconnaissance and surveillance operations, supporting commercial enterprises and civil institutions. The satellite occupies an elliptical orbit ranging from 1,947 km to 19,410 km on a Inclined Geosynchronous trajectory, with an orbital inclination of 55.1° and a period of 369.3 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for medium-duration operations, it carries a 2863 kg launch mass and is expected to remain operational for 3.9 years.",-1.0,Negative,6,Operational Tier,5,Technology Demonstrators
SAT-USA-0346,USA,OneWeb,Commercial,Earth Science,Elliptical,Inclined Geosynchronous,976,33218,0.68694,20.32,596.3,6384.0,5104.6,8339.0,1991-08-21,15.1,Atlas V,"Tanegashima Space Center, Japan",1991-346A,1991,"SAT-USA-0346 is a heavy-class satellite (over 2,000 kg) operated by OneWeb (USA), launched in 1991 aboard a Atlas V from Tanegashima Space Center, Japan. Its primary mission is to conduct scientific research and space science experiments, operated for commercial telecommunications and data services. The satellite occupies an elliptical orbit ranging from 976 km to 33,218 km on a Inclined Geosynchronous trajectory, with an orbital inclination of 20.3° and a period of 596.3 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for ultra-long-duration operations, it carries a 6384 kg launch mass and is expected to remain operational for 15.1 years.",1.0,Positive,9,Strategic Tier,5,Technology Demonstrators
SAT-GER-0347,Germany,CNES,Military/Government,Communications,Elliptical,Sun-Synchronous,1805,16957,0.48095,75.17,327.9,2437.3,1643.5,6893.0,2006-02-10,11.7,Long March 5,"Jiuquan Satellite Launch Center, China",2006-347A,2006,"SAT-GER-0347 is a heavy-class satellite (over 2,000 kg) operated by CNES (Germany), launched in 2006 aboard a Long March 5 from Jiuquan Satellite Launch Center, China. Its primary mission is to provide broadband and voice communications services, serving military and defence agencies. The satellite occupies an elliptical orbit ranging from 1,805 km to 16,957 km on a Sun-Synchronous trajectory, with an orbital inclination of 75.2° and a period of 327.9 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for long-duration operations, it carries a 2437 kg launch mass and is expected to remain operational for 11.7 years. Its communications payload supports relay of navigation correction signals and timing data for ground-based augmentation systems.",1.0,Positive,7,Operational Tier,1,GEO Comms Backbone
